original_filename,name,method
"Marie Janssen, Werkstatt.jpg","Marie Janssen",file_pattern_b
"Lina Bo Bardi_BU_ML.pdf","Lina Bo Bardi",file_pattern_b
"PM_Ausstellung Designers in Residence 2018.doc","Ausstellung Designers",file_pattern_b
"PM_Ausstellung Designers in Residence 2018_Engl.doc","Ausstellung Designers",file_pattern_b
"Zehn Jahre Craftkontor.doc","Zehn Jahre Craftkontor",file_pattern_b
"Frieda Dörfer_Halsschmuck_Messing,_oxydiert,_guillochiert_ Foto_Nicolas Polli.jpg","Frieda Dörfer Halsschmuck Messing",file_pattern_b
"Sundari_Arlt_Skulptur_Bookhead_Foto_Sundari_Arlt klein.JPG","Sundari Arlt Skulptur",file_pattern_b
"Niessing_Anzeige_ArtAurea_460x302_Mirage-Special_20180809.pdf","Niessing Anzeige",file_pattern_b
"Perspektiven Textiler Künste_EN.doc","Perspektiven Textiler Künste",file_pattern_b
"2_Cha_Pet_005_1988.jpg","Cha Pet",file_pattern_b
"Porträt_Annegret_Portsteffen_im_CRAFTkontor_Pressefoto.jpg","Porträt Annegret Portsteffen",file_pattern_b
"Britton_Bielander_155.jpg","Britton Bielander",file_pattern_b
"3_Cha_Pet_013_1989 2.jpg","Cha Pet",file_pattern_b
"Christopher-Kurtz-by-Jennifer-May-MedRes.jpg","Christopher Kurtz",file_pattern_b
"3 Takuro Kuwata.jpg","Takuro Kuwata",file_pattern_b
"Bielander David, Corn Cob 2009.jpg","Bielander David",file_pattern_b
"5 Joonyong Kim.jpg","Joonyong Kim",file_pattern_b
"1_Cha_Pet_002 2.jpg","Cha Pet",file_pattern_b
"Min Chen.jpg","Min Chen",file_pattern_b
"5 Joon Yong Kim.jpg","Joon Yong Kim",file_pattern_b
"2 SimonePheulpin_works©Sophie Bassouls_MG_3524.jpg","Sophie Bassouls",file_pattern_b
"Ryuhei Sako.jpg","Ryuhei Sako",file_pattern_b
"Sara Gackowska Portrait.jpg","Sara Gackowska Portrait",file_pattern_b
"Sam Tho Duong.jpg","Sam Tho Duong",file_pattern_b
"Britton_Bielander_184.jpg","Britton Bielander",file_pattern_b
"4 Joe Hogan.jpg","Joe Hogan",file_pattern_b
"Britton_Bielander_148.jpg","Britton Bielander",file_pattern_b
"2 Simone Pheulpin.jpg","Simone Pheulpin",file_pattern_b
"DiR_2018_James Boock_enter_Fotograf Benedikt Adler2.jpg","James Boock",file_pattern_b
"Sara Gackowska.jpg","Sara Gackowska",file_pattern_b
"4 Joe Hogan in workshop, photo by Peter Rowen , courtesy of Design and Crafts Council of Ireland.jpg","Joe Hogan",file_pattern_b
"Nilufar Depot apr18-5716 Credits Amendolagine Barracchia.jpg","Nilufar Depot",file_pattern_b
"DiR_2018_AGnes Varnai_Glue in Reality_Fotograf Benedikt Adler5.jpg","Varnai Glue",file_pattern_b
"DiR_2018_Avital Chalemsky_Transparent feels_Fotograf Benedikt Adler2.jpg","Avital Chalemsky",file_pattern_b
"Britton_Bielander_172.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_141.jpg","Britton Bielander",file_pattern_b
"Museu de Arte de São Paulo. 1957-68:: Av Paulista, 2014.tif","São Paulo",file_pattern_b
"Britton_Bielander_150.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_180.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_174.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_165.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_136.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_170.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_176.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_163.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_161.jpg","Britton Bielander",file_pattern_b
"3 Takuro Kuwato, Photo by Koho Kotake.tif","Takuro Kuwato",file_pattern_b
"Teatro Oficina, São Paulo. 1984-89:: nach der Abendvorstellung, 2014.tif","Teatro Oficina",file_pattern_b
"Museu de Arte de São Paulo. 1957-68:: Rampe in Ausstellungsraum, 2014.tif","São Paulo",file_pattern_b
"Solar do Unhão, Salvador 1959-63:: Ausbildungszentrum Arbeitsraum, 2014.tif","Ausbildungszentrum Arbeitsraum",file_pattern_b
"Links Avital Chalemsky_Mitte James Boock_Rechts Agnes Varnai_Fotograf Winfried Reinhardt.jpg","Links Avital Chalemsky Mitte",file_pattern_b
"Casa de Vidro, São Paulo. 1950-51. Wohnraum, 2014.tif","São Paulo",file_pattern_b
"Casa de Vidro, São Paulo. 1950-51, 2014.tif","São Paulo",file_pattern_b
"~aa_34-art aurea120~ngxrrl (Reinhold Ludwigs in Konflikt stehende Kopie 2018-08-15).idlk","Reinhold Ludwigs",file_pattern_b
"1 Titelbild Kirchner_13.tif","Titelbild Kirchner",file_pattern_b
"Werkstatt von Julian Watts.JPG","Julian Watts",file_pattern_b
"Britton_Bielander_137(1).jpg","Britton Bielander",file_pattern_b
"Jenifer Lee_1st-prize.docx","Jenifer Lee",file_pattern_b
"Britton_Bielander_137.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_138.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_140.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_142.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_143.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_144.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_145.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_146.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_149.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_152.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_153.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_154.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_156.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_157.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_159.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_160.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_164.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_166.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_167.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_168.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_169.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_173.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_175.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_177.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_178.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_179.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_182.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_183.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_185.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_186.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_187.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_188.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_189.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_190.jpg","Britton Bielander",file_pattern_b
"Britton_Bielander_191.jpg","Britton Bielander",file_pattern_b
"Ann Van Hoey portrait.jpg","Ann Van Hoey",file_pattern_b
"Christopher-Kurtz-by-Jennifer-May-HR 4.tif","Christopher Kurtz",file_pattern_b
"Deirdre Mcloughlin_portrait.jpg","Deirdre Mcloughlin",file_pattern_b
"Julian Watts portrait.jpg","Julian Watts",file_pattern_b
"Laurenz_Stockner.jpg","Laurenz Stockner",file_pattern_b
"Marie_Janssen_MG_7165_8.jpg","Marie Janssen",file_pattern_b
"Mercedes Vicente.jpg","Mercedes Vicente",file_pattern_b
"Paul Adie portrait.jpg","Paul Adie",file_pattern_b
"Simone Pheulpin ©SophieBassouls.jpg","Simone Pheulpin",file_pattern_b
"Takeshi Yasuda.jpg","Takeshi Yasuda",file_pattern_b
"Wycliffe Stutchbury.jpg","Wycliffe Stutchbury",file_pattern_b
"Niessing_Film_Eroeffnung.tif","Niessing Film Eroeffnung",file_pattern_b
"Niessing Designabteilung_vd.doc","Niessing Designabteilung",file_pattern_b
"aa33-Wohnzimmer Bazlen_0-1.icml","Wohnzimmer Bazlen",file_pattern_b
"aa33-Wohnzimmer Bazlen_03..icml","Wohnzimmer Bazlen",file_pattern_b
"AA_34[0]-2_Cha_Pet_005_198.icml","Cha Pet",file_pattern_b
"1 Jennifer Lee.jpg","Jennifer Lee",file_pattern_b
"Min Chen Porträt.JPG","Min Chen Porträt",file_pattern_b
"Sam Porträt.JPG","Sam Porträt",file_pattern_b
"Aneta Regel.jpg","Aneta Regel",file_pattern_b
"Ashley Yeo.jpg","Ashley Yeo",file_pattern_b
"Min Chen.jpeg","Min Chen",file_pattern_b
"AA_34-Anerkennung  Special.icml","Anerkennung Special",file_pattern_b
"AA_34-Die Sammlerin und de.icml","Die Sammlerin",file_pattern_b
"AA_34-Jean Lurçat Der groß.icml","Jean Lurçat Der",file_pattern_b
"AA_34-Loewe Craft Prize -1.icml","Loewe Craft Prize",file_pattern_b
"AA_34-Loewe Craft Prize De.icml","Loewe Craft Prize De",file_pattern_b
"AA_34-Loewe Craft Prize Wi.icml","Loewe Craft Prize Wi",file_pattern_b
"AA_34-Marielies Riebesel G.icml","Marielies Riebesel",file_pattern_b
"AA_34-Modellfall Bauhaus.icml","Modellfall Bauhaus",file_pattern_b
"AA_34-Ramon Puig Cuyás Sil.icml","Ramon Puig Cuyás Sil",file_pattern_b
"Brutto Gusto.pdf","Brutto Gusto",file_pattern_b
"CODA_Magazine Art Aurea-2.pdf","Magazine Art Aurea",file_pattern_b
"Dau Anzeigentext 4-2015.doc","Dau Anzeigentext",file_pattern_b
"Dau Anzeigentext 4-2015_EN.doc","Dau Anzeigentext",file_pattern_b
"Art Aurea Abo.doc","Art Aurea Abo",file_pattern_b
"Isabella Hund.pdf","Isabella Hund",file_pattern_b
"RA Galerie_Aurea_highres_110x302+3mmbleed.pdf","Galerie Aurea",file_pattern_b
"Rosemarie Jäger_Anzeige rechts ganzseitig_30.9. Kopie.pdf","Rosemarie Jäger Anzeige",file_pattern_b
"Rosemarie Jäger_Anzeige rechts ganzseitig_30.9..pdf","Rosemarie Jäger Anzeige",file_pattern_b
"Text Ueberschaer.doc","Text Ueberschaer",file_pattern_b
"Anzeige Karoly.doc","Anzeige Karoly",file_pattern_b
"Atelierhaus_Terra_illustration.jpg","Atelierhaus Terra",file_pattern_b
"Atelierhaus_Terra_illustration.tif","Atelierhaus Terra",file_pattern_b
"Barbara Weinberger 1:4.pdf","Barbara Weinberger",file_pattern_b
"Design Classic Düsseldorf_1:2 Seite.pdf","Design Classic Düsseldorf",file_pattern_b
"Lydia Gastroph.doc","Lydia Gastroph",file_pattern_b
"Miriam Steiner 4-15.doc","Miriam Steiner",file_pattern_b
"MS_Märchen_Logo.jpg","Märchen Logo",file_pattern_b
"Moose Objekte D.pdf","Moose Objekte",file_pattern_b
"Pellington Design_AD D.jpg","Pellington Design",file_pattern_b
"Schmuck Messe Hamburg D.jpg","Schmuck Messe Hamburg",file_pattern_b
"B design.Börse Berlin.pdf","Börse Berlin",file_pattern_b
"Christof Lungwitz.pdf","Christof Lungwitz",file_pattern_b
"Cominelli Awards.pdf","Cominelli Awards",file_pattern_b
"Dr Fischer.pdf","Dr Fischer",file_pattern_b
"Fotoshoot Schenken.pdf","Fotoshoot Schenken",file_pattern_b
"Ipek Kotan.pdf","Ipek Kotan",file_pattern_b
"Marianne Heller.pdf","Marianne Heller",file_pattern_b
"Paul Derrez.pdf","Paul Derrez",file_pattern_b
"Hefte Nachbestellungen 4-2015.doc","Hefte Nachbestellungen",file_pattern_b
"150924-Anzeige-Grassi-Messe-DOK_Druck.pdf","Anzeige Grassi Messe",file_pattern_b
"Art_Aurea_ct_2014_Druck.pdf","Art Aurea",file_pattern_b
"Biografien Grassimesse Teilnehmer 2015.doc","Biografien Grassimesse Teilnehmer",file_pattern_b
"Infoseite_Katalog.docx","Infoseite Katalog",file_pattern_b
"Laura Risch+JannaMonn_Foto_AnjaEilert - Kopie.JPG","Laura Risch",file_pattern_b
"ART AUREA_Projektbeschreibung_Burg_AKA.docx","Projektbeschreibung Burg",file_pattern_b
"Echt Alt redigiert.odt","Echt Alt",file_pattern_b
"ART Aurea_ Echt Alt.docx","Aurea Echt Alt",file_pattern_b
"Marie_Grewenig_Landschaftskörper_03.jpg","Marie Grewenig Landschaftskörper",file_pattern_b
"Marie_Grewenig_Landschaftskörper_03.tif","Marie Grewenig Landschaftskörper",file_pattern_b
"Niklas_Link_Ikon_01.jpg","Niklas Link Ikon",file_pattern_b
"Niklas_Link_Ikon_01.tif","Niklas Link Ikon",file_pattern_b
"Plakat Stilwelt, Trendscouting.jpg","Plakat Stilwelt",file_pattern_b
"Surface Lab III.jpg","Surface Lab",file_pattern_b
"Projekte Grassimesse 2015.odt","Projekte Grassimesse",file_pattern_b
"Projekte_Grassimesse_2015_Englisch.doc","Projekte Grassimesse",file_pattern_b
"ART AUREA_Purpur Parcours.docx","Purpur Parcours",file_pattern_b
"Purpur Parcours redigiert.odt","Purpur Parcours",file_pattern_b
"Siba Sahabi Istanbul Twilight.jpg","Siba Sahabi Istanbul Twilight",file_pattern_b
"Siba Sahabi Istanbul Twilight.tif","Siba Sahabi Istanbul Twilight",file_pattern_b
"Trine Drivsholm, Ebeltoft, DK Cactus Serie, 2015.jpg","Trine Drivsholm",file_pattern_b
"Trine Drivsholm, Ebeltoft, DK Cactus Serie, 2015.tif","Trine Drivsholm",file_pattern_b
"1 BU rot Art Aurea.pdf","Art Aurea",file_pattern_b
"01_Sybille Homann.jpg","Sybille Homann",file_pattern_b
"02_Fischer_Anne.jpg","Fischer Anne",file_pattern_b
"04_Kleine-Behnke.jpg","Kleine Behnke",file_pattern_b
"05. Bablok, Porzellanunikate, FÅnf Formen flieder, eigefÑrbtes, edrehtes Porzellan H ca 43cm, 2014, Foto Katja FÅlle.jpg","Foto Katja",file_pattern_b
"03_Bartenberger-Geyer.jpg","Bartenberger Geyer",file_pattern_b
"10_Julica_Design.jpg","Julica Design",file_pattern_b
"Barleben_Kocmoc net.jpg","Barleben Kocmoc",file_pattern_b
"Barleben_Vita.pdf","Barleben Vita",file_pattern_b
"Maria Barleben.doc","Maria Barleben",file_pattern_b
"Barleben_Formular.pdf","Barleben Formular",file_pattern_b
"Gudrun Bartenberger-Geyer.doc","Gudrun Bartenberger Geyer",file_pattern_b
"Bartenberger-Geyer, Gudrun.docx","Bartenberger Geyer",file_pattern_b
"Stefan Hölldobler - diefabrik.odt","Stefan Hölldobler",file_pattern_b
"Kristiina Karinen.doc","Kristiina Karinen",file_pattern_b
"Dirk Lange.doc","Dirk Lange",file_pattern_b
"Andreas Mikutta.doc","Andreas Mikutta",file_pattern_b
"Andreas Mikutta.odt","Andreas Mikutta",file_pattern_b
"Mail-Anhang 2.jpeg","Mail Anhang",file_pattern_b
"Mail-Anhang.jpeg","Mail Anhang",file_pattern_b
"Michelle Mohr.odt","Michelle Mohr",file_pattern_b
"Mohr_Kocmoc net.jpg","Mohr Kocmoc",file_pattern_b
"Mohr_Kocmoc net.tif","Mohr Kocmoc",file_pattern_b
"Andreas Möller (Unicode-Codierungskonflikt (1)).odt","Andreas Möller",file_pattern_b
" Lucia Schwalenberg.doc","Lucia Schwalenberg",file_pattern_b
"Schwalenberg_Kocmoc net.jpg","Schwalenberg Kocmoc",file_pattern_b
"Schwalenberg_Kocmoc net.tif","Schwalenberg Kocmoc",file_pattern_b
"Senger_Kocmoc net.jpg","Senger Kocmoc",file_pattern_b
"Senger_Kocmoc net.tif","Senger Kocmoc",file_pattern_b
"Volker Senger.odt","Volker Senger",file_pattern_b
"Sabine Stasch.odt","Sabine Stasch",file_pattern_b
"Katja Stelz Handweberei.doc","Katja Stelz Handweberei",file_pattern_b
"Stelz, Katja-Handweberei.docx","Katja Handweberei",file_pattern_b
"Aliki Apoussidou.doc","Aliki Apoussidou",file_pattern_b
"Karin Bablok.doc","Karin Bablok",file_pattern_b
"Andrea Baumann.odt","Andrea Baumann",file_pattern_b
"Sophie Baumgärtner.doc","Sophie Baumgärtner",file_pattern_b
"Daniela Chinellato.doc","Daniela Chinellato",file_pattern_b
"Commandeur_Kocmoc net.jpg","Commandeur Kocmoc",file_pattern_b
"Commandeur_Kocmoc net.tif","Commandeur Kocmoc",file_pattern_b
"Ursula Commandeur.doc","Ursula Commandeur",file_pattern_b
"05_Decke_Kocmoc net.jpg","Decke Kocmoc",file_pattern_b
"05_Decke_Kocmoc net.tif","Decke Kocmoc",file_pattern_b
"Silke Decker.odt","Silke Decker",file_pattern_b
"Detering_Kocmoc net.jpg","Detering Kocmoc",file_pattern_b
"Saskia Detering.odt","Saskia Detering",file_pattern_b
"Anne Deuter.doc","Anne Deuter",file_pattern_b
"Anschreiben_Deuter, Anne.pdf","Anschreiben Deuter",file_pattern_b
"Statement_Vita_Deuter, Anne.pdf","Statement Vita Deuter",file_pattern_b
"Antje Dienstbir.odt","Antje Dienstbir",file_pattern_b
"Beate Eismann.doc","Beate Eismann",file_pattern_b
"Isabelle Enders.doc","Isabelle Enders",file_pattern_b
"Enders_Kocmoc net.jpg","Enders Kocmoc",file_pattern_b
"02_Fischer_Anne.tif","Fischer Anne",file_pattern_b
"Anne Fischer.odt","Anne Fischer",file_pattern_b
"Helen Friesacher-Borst.doc","Helen Friesacher Borst",file_pattern_b
"Friesacher-Borst, Helen.docx","Friesacher Borst",file_pattern_b
"Gabriele Hain.odt","Gabriele Hain",file_pattern_b
"Ulrike Hamm.odt","Ulrike Hamm",file_pattern_b
"Herden_Kocmoc net.jpg","Herden Kocmoc",file_pattern_b
"Herden_Kocmoc net.tif","Herden Kocmoc",file_pattern_b
"Juliane Herden.odt","Juliane Herden",file_pattern_b
"01_Sybille Homann.tif","Sybille Homann",file_pattern_b
"Sybille Homann.odt","Sybille Homann",file_pattern_b
"Margit Jäschke.odt","Margit Jäschke",file_pattern_b
"David Kaiser.doc","David Kaiser",file_pattern_b
"Kaiser_Kosmos net.jpg","Kaiser Kosmos",file_pattern_b
"Kiho Kang text.doc","Kiho Kang",file_pattern_b
"Ulla und Martin Kaufmann.odt","Martin Kaufmann",file_pattern_b
"04_Kleine-Behnke.tif","Kleine Behnke",file_pattern_b
"Kleine-Behnke, Ulrike.docx","Kleine Behnke",file_pattern_b
"Ulrike Kleine-Behnke.odt","Ulrike Kleine Behnke",file_pattern_b
"Konrad Koppold.odt","Konrad Koppold",file_pattern_b
"Koppold_Kosmos net.jpg","Koppold Kosmos",file_pattern_b
"Koppold_Kosmos net.tif","Koppold Kosmos",file_pattern_b
"Kraus_Statement.pdf","Kraus Statement",file_pattern_b
"Kraus_Vita.pdf","Kraus Vita",file_pattern_b
"Unk Kraus.odt","Unk Kraus",file_pattern_b
"AA_53-Erzählte Welt.icml","Erzählte Welt",file_pattern_b
"AA_53-Inhalt  Contents.icml","Inhalt Contents",file_pattern_b
"AA_53-Narrated World.icml","Narrated World",file_pattern_b
"AA_53-Art Aurea ist in die.icml","Art Aurea",file_pattern_b
"AA_53-Indigenous Australia.icml","Indigenous Australia",file_pattern_b
"AA_53-Inhalt  Contents-1.icml","Inhalt Contents",file_pattern_b
"AA_53-Mit Haut und HaarMar.icml","Mit Haut",file_pattern_b
"AA_53-With Hide and HairMa.icml","With Hide",file_pattern_b
"AA_53-Arts Crafts World.icml","Arts Crafts World",file_pattern_b
"AA_53-Indigenous Austral-1.icml","Indigenous Austral",file_pattern_b
"AA_53-Indigenous Austral-2.icml","Indigenous Austral",file_pattern_b
"AA_53-Indigenous Austral-3.icml","Indigenous Austral",file_pattern_b
"AA_53-Isabelle Enders-1.icml","Isabelle Enders",file_pattern_b
"AA_53-Isabelle Enders.icml","Isabelle Enders",file_pattern_b
"AA_53-Laura Borghi.icml","Laura Borghi",file_pattern_b
"AA_53-Marion Delarue -1.icml","Marion Delarue",file_pattern_b
"AA_53-Marion Delarue .icml","Marion Delarue",file_pattern_b
"AA_53-Alexander Blank-1.icml","Alexander Blank",file_pattern_b
"AA_53-Alexander Blank.icml","Alexander Blank",file_pattern_b
"AA_53-Arts Crafts World-1.icml","Arts Crafts World",file_pattern_b
"AA_53-Arts Crafts World-2.icml","Arts Crafts World",file_pattern_b
"AA_53-Laura Borghi-1.icml","Laura Borghi",file_pattern_b
"AA_53-Laura Borghi-2.icml","Laura Borghi",file_pattern_b
"AA_53-Laura Borghi-3.icml","Laura Borghi",file_pattern_b
"AA_53-Laura Borghi-4.icml","Laura Borghi",file_pattern_b
"AA_53-Marion Delarue -2.icml","Marion Delarue",file_pattern_b
"AA_53-Mit Haut und Haar.icml","Mit Haut",file_pattern_b
"AA_53-Thierry Boissel -1.icml","Thierry Boissel",file_pattern_b
"AA_53-Thierry Boissel .icml","Thierry Boissel",file_pattern_b
"AA_53-Titel Kindred Spirit.icml","Titel Kindred Spirit",file_pattern_b
"AA_53-With Hide and Hair.icml","With Hide",file_pattern_b
"AA_53-Annamaria Zanella wa.icml","Annamaria Zanella",file_pattern_b
"AA_53-Indigenous Austral-4.icml","Indigenous Austral",file_pattern_b
"AA_53-Linke Seite Olga Zob.icml","Linke Seite Olga Zob",file_pattern_b
"AA_53-Marion Delarue.icml","Marion Delarue",file_pattern_b
"AA_53-Thomas Schütte Sculp.icml","Thomas Schütte Sculp",file_pattern_b
"AA_53-Thomas Schütte first.icml","Thomas Schütte",file_pattern_b
"AA_53-45 Jahre Galerie Mar.icml","Jahre Galerie Mar",file_pattern_b
"AA_53-Eine Teeschale in ih.icml","Eine Teeschale",file_pattern_b
"AA_53-Laura Borghi-5.icml","Laura Borghi",file_pattern_b
"AA_53-Laura Borghi-6.icml","Laura Borghi",file_pattern_b
"AA_53-Loewe Craft Prize -1.icml","Loewe Craft Prize",file_pattern_b
"AA_53-Marion Delarue -3.icml","Marion Delarue",file_pattern_b
"AA_53-Schauraum Treffpun-3.icml","Schauraum Treffpun",file_pattern_b
"AA_53-Voller Leben Intensi.icml","Voller Leben Intensi",file_pattern_b
"AA_53-Anzeigen  Advertisem.icml","Anzeigen Advertisem",file_pattern_b
"AA_53-Chain Reaction.icml","Chain Reaction",file_pattern_b
"AA_53-Heaven Stormers and .icml","Heaven Stormers",file_pattern_b
"AA_53-Loewe Craft Prize 20.icml","Loewe Craft Prize",file_pattern_b
"AA_53-Marion Delarue -4.icml","Marion Delarue",file_pattern_b
"AA_53-Moe Watanabe geboren.icml","Moe Watanabe",file_pattern_b
"AA_53-Paul Derrez.icml","Paul Derrez",file_pattern_b
"AA_53-Simply Radical-1.icml","Simply Radical",file_pattern_b
"AA_53-Simply Radical.icml","Simply Radical",file_pattern_b
"AA_53-Paul Derrez-1.icml","Paul Derrez",file_pattern_b
"AA_53-Paul Derrez-2.icml","Paul Derrez",file_pattern_b
"AA_53-Schauraum Treffpun-4.icml","Schauraum Treffpun",file_pattern_b
"AA_53-Schauraum Treffpu-10.icml","Schauraum Treffpu",file_pattern_b
"AA_53-Schauraum Treffpu-11.icml","Schauraum Treffpu",file_pattern_b
"AA_53-Touch nennt Signe Em.icml","Signe Em",file_pattern_b
"AA_53-Schauraum Treffpun-7.icml","Schauraum Treffpun",file_pattern_b
"AA_53-Schauraum Treffpun-8.icml","Schauraum Treffpun",file_pattern_b
"AA_53-Oben links Anne Mett.icml","Anne Mett",file_pattern_b
"AA-Galerie Ra auf der Sier.icml","Galerie Ra",file_pattern_b
"AA-Gallery Ra at Sieraad 2.icml","Gallery Ra",file_pattern_b
"AA_53-Anne Mette Hjortshøj.icml","Anne Mette Hjortshøj",file_pattern_b
"AA_53-Ein Jahr nachdem Jan.icml","Ein Jahr",file_pattern_b
"Art Aurea - 3 - 230 x 302 mm.pdf","Art Aurea",file_pattern_b
"Danner-Preis_2023_Anzeige_Art-Aurea_230×302mm+3mm_Beschn_RZ_Druck.pdf","Danner Preis",file_pattern_b
"AA_53-Links Evolutions ist.icml","Links Evolutions",file_pattern_b
"AA_53-Links Aiko Watanabe .icml","Links Aiko Watanabe",file_pattern_b
"AA_53-Links oben Lisa Walk.icml","Lisa Walk",file_pattern_b
"AA_53-Links Evolutions i-3.icml","Links Evolutions",file_pattern_b
"AA_53-Links Evolutions i-2.icml","Links Evolutions",file_pattern_b
"AA_53-Das Atelier der Schm.icml","Das Atelier",file_pattern_b
"AA_53-Links Evolutions i-1.icml","Links Evolutions",file_pattern_b
"AA_53-Links Aiko Watanab-1.icml","Links Aiko Watanab",file_pattern_b
"AA_53-Links Thomas Schütte.icml","Links Thomas Schütte",file_pattern_b
"A-Schauraum Treffpunkt Büh.icml","Schauraum Treffpunkt Büh",file_pattern_b
"A-Schauraum Treffpunkt B-1.icml","Schauraum Treffpunkt",file_pattern_b
"AA_53-Linke Seite Bis 1995.icml","Linke Seite Bis",file_pattern_b
"AA_53-Ein Jahr nachdem J-1.icml","Ein Jahr",file_pattern_b
"Galerie Göttlicher_Arbeit Anne Petters.jpg","Galerie Göttlicher Arbeit Anne",file_pattern_b
"Text Schaltung Galerie Göttlicher.pdf","Text Schaltung Galerie Göttlicher",file_pattern_b
